business_id,name,segment,segment_name
ZX_vkr2NmX2_VO8MSQapng,South Philly Day Spa,0,Struggling / Mixed-Experience Businesses
dPBup9f9QMW-L9d7IQme0Q,Prime Stache,1,Steady Mainstream Favorites
Fvz2TL0BYYuBzzf8oEd4HQ,Delaware County Professional Services,0,Struggling / Mixed-Experience Businesses
_NlrbmLTe929D4NbXh3WWg,Ritz Cleaners,0,Struggling / Mixed-Experience Businesses
NXX5Ok24E52FjAv8_EaFtQ,Springboard Media,0,Struggling / Mixed-Experience Businesses
bvg9CWsF3FIA-oq00MulAQ,Hong Kong Bakery Shop,1,Steady Mainstream Favorites
RoooPc2JYvfBBV5C1C6RSw,Super Thrift,0,Struggling / Mixed-Experience Businesses
XHr3rn4BhvPomAlr7YePiQ,Dati's Homemade Water Ice & Ice Cream,1,Steady Mainstream Favorites
btO6x9iGY4KiP4DpOf0TPg,Dairy Queen,0,Struggling / Mixed-Experience Businesses
YJB79vHnL-DPR1dBFjXTjQ,Two Percent To Glory,1,Steady Mainstream Favorites
pYyShHmDznH4b67OTuMmWA,Tuscany Cafe,1,Steady Mainstream Favorites
b0VSSVDDU1UhEQgFsF-Gqw,Blue Sage Hair Wellness,1,Steady Mainstream Favorites
5LepCpeOc8ioXx8EPrUdYQ,Stella Dominican Hair Salon,0,Struggling / Mixed-Experience Businesses
lWy-v9Vk5XE0djJ9fc8-ww,The Avenue at East Falls,0,Struggling / Mixed-Experience Businesses
GVZUe3iXg75_Zp9ZS91y9g,El Fuego,2,High-Traffic Bars & Nightlife
k_43W3zbbEuvYuLZviSJKA,&pizza - UPenn,1,Steady Mainstream Favorites
hdBlIBo_iZozNTfhoG6tqQ,Paloma,1,Steady Mainstream Favorites
_k4vMisS6eCmp9hrvVArIQ,Kilian Wm A Hardware,1,Steady Mainstream Favorites
UMHuKs1sO-wq3XqKaejXeA,Miss Rachel's Pantry,1,Steady Mainstream Favorites
GQreqlUM6Jh4NVyCwExw5Q,Presidential City Apts,0,Struggling / Mixed-Experience Businesses
tz5rytGzU6DsZpHUxTRhUw,Milkboy,2,High-Traffic Bars & Nightlife
vlKGv6VOoNVwPDzqee6n9g,"Verizon Authorized Retailer, TCC",0,Struggling / Mixed-Experience Businesses
FDifzPPJA9aZKxNQo61pfQ,Green Eggs Cafe,1,Steady Mainstream Favorites
x_NMDVi_xZ6Bph0yuWycEw,Sazz Vintage Clothing,1,Steady Mainstream Favorites
YyyvB_walKJdHZupmSruzw,R & R Produce Garden Center,0,Struggling / Mixed-Experience Businesses
v5iurptJZo_7xm2Qm-3lgQ,Jet Rock Bar & Grill,0,Struggling / Mixed-Experience Businesses
jOgXXZdODiH-drcJYZkDnA,Trattoria Moma,1,Steady Mainstream Favorites
waJ7fhSZaT-j2GvjoFZ7VQ,Rittenhouse Veterinary Medical Center,1,Steady Mainstream Favorites
4OnIsmWkjc7Adl1OmGqQdQ,Drains R Us  Plumbing and Drain Cleaning,1,Steady Mainstream Favorites
Yu8S-WSQJ0SX5oOHGE1reQ,Lucky's Chinese Take Out,1,Steady Mainstream Favorites
CT7XiNIjnbx4zqjVYmtF9Q,Akwaaba Philadelphia,1,Steady Mainstream Favorites
Dke3pFr3lAyj-K4rzdxjLQ,The Knit With,0,Struggling / Mixed-Experience Businesses
h5Ir3MRD2p3LfYtMlsXQug,The Pet Nanny,1,Steady Mainstream Favorites
30SveE-LXZ6a77oqBBBFEw,Friends Hospital Healing the Mind,0,Struggling / Mixed-Experience Businesses
vhqncPOiK-3_p_nu8dr5Sw,2300 ,0,Struggling / Mixed-Experience Businesses
lxiciI5LMj1Kj4aTSxubKA,Northern Liberties Auto Repair,1,Steady Mainstream Favorites
i4ttU3qq_F30WCfzh3kjJw,Kelly's Seafood,1,Steady Mainstream Favorites
G0Gjr4iT6tEOlcH0SM79Eg,Aramingo Lashes Nails and Spa,1,Steady Mainstream Favorites
XonebKJ3m0m3MTRpLlGGgw,PlayArts,1,Steady Mainstream Favorites
EreYgrQPuR7Sk_FKeZZg9g,Talula's Daily,2,High-Traffic Bars & Nightlife
eWbDxvMtmQR0zcKU6Drzsg,Asian World of Martial Arts,0,Struggling / Mixed-Experience Businesses
6GePX4W6Cl8LD68zUq_MAA,Rachael's Nosheri,1,Steady Mainstream Favorites
_dbpVYr3GRiH9f-7PZ8ZnQ,Erie Lanes,0,Struggling / Mixed-Experience Businesses
7EIvsWIjK5EXhu-XURuTRA,Malone's Back Room Cafe,1,Steady Mainstream Favorites
J4AkXVvFZ4xyvGIrPNPiRQ,Medical Weight Loss,1,Steady Mainstream Favorites
VZqrQ1dEOUWp-A1hNsdZBw,Encore,2,High-Traffic Bars & Nightlife
rihNdO3UwfK9XljS0RlT3w,Trader Joe's,1,Steady Mainstream Favorites
7Q2E0kpdCvDDkcM1dChJnA,M. Cramer & Associates,1,Steady Mainstream Favorites
dr-xB6UZs5XPGa6sgVtnqA,Ricci's Transport and Recovery,0,Struggling / Mixed-Experience Businesses
_PdmupHWKJrvVMgDu9I9nQ,"Robert A Wortman, OD",0,Struggling / Mixed-Experience Businesses
yy5-YZpI5cdV9NcnOrLLoQ,Freshii,0,Struggling / Mixed-Experience Businesses
Qlh5vIweMlTk9ld6_V-ywg,Pho Le,1,Steady Mainstream Favorites
8nEFnaYMvc_Y-_IUf5zJjA,Pub 1301,2,High-Traffic Bars & Nightlife
jGJc5eCBF_tQWiYInBelCg,Shanks Original,1,Steady Mainstream Favorites
wg_2oIPo-3pIwj24qvYOaw,Onyx Hookah Lounge,2,High-Traffic Bars & Nightlife
JTA1jw-qSYbcoGz1QFsv4w,Rhino Bar,2,High-Traffic Bars & Nightlife
wkoSjepdvk_tlkj7fi5NQg,Getson & Schatz PC,1,Steady Mainstream Favorites
aKFs_M-L-kFJZ_mLBC35uA,LashBee,1,Steady Mainstream Favorites
U6gikR4uhRl4zU8q3j02oA,The Artist Haus,1,Steady Mainstream Favorites
3-ohG1LYG5gi_9pTjsAJew,Royal Pizza,1,Steady Mainstream Favorites
kiUoNdAS6DOUu0Fjqlla-A,Edible Arrangements,0,Struggling / Mixed-Experience Businesses
j3yCJo6tcggWs_Z1-cZ1AQ,Kaminsky Dental Assoc,1,Steady Mainstream Favorites
clG11uOkymL7Rem0PgpgZw,Labcorp,0,Struggling / Mixed-Experience Businesses
VC5T6I44ye1aHkyBcHrkXg,OnPoint Nutrition,1,Steady Mainstream Favorites
KuBLONOp6RFann37XqbJGQ,The Philadelphia Barber Co,1,Steady Mainstream Favorites
y-sX42MoA2AsGBmUrI0InQ,New Pink Nail Salon,0,Struggling / Mixed-Experience Businesses
ZJnYhFYxCdhySPh7bjVzmw,ASAP Roadside and Towing,0,Struggling / Mixed-Experience Businesses
EmIrNcZkTUF3mhoWQAT6Bg,Jyoti Indian Bistro,1,Steady Mainstream Favorites
TwgRy3xS6NYUMRGqwx8ZQw,Supercuts,0,Struggling / Mixed-Experience Businesses
wTCA2ZJsssbOCjG0h0ZiGg,Redcrest Fried Chicken,1,Steady Mainstream Favorites
FKaGYKach4AVw6d7RzFaNw,Arrow Motors,1,Steady Mainstream Favorites
7q8YIzBANw7tJItu-jM0QA,KicksUSA,0,Struggling / Mixed-Experience Businesses
mmlZz6ypFdgHROjt2AnSsw,Hi-Tech Intelligent Services,1,Steady Mainstream Favorites
5tJ7ab1rVzkOtWXKmHU6og,honeygrow Test Kitchen,1,Steady Mainstream Favorites
9-WAA71NCOePL_OzM2lz-Q,Michael's Glass Company,1,Steady Mainstream Favorites
xy2FTOvVeVhkJQ2ilU8bBA,Sulimay's Urban Salon,1,Steady Mainstream Favorites
zAKk205BWtGY9xo_M98cqg,Amerikick,1,Steady Mainstream Favorites
eX3njv9GEPmr18YKhizBig,Golden Crust Pizzeria,0,Struggling / Mixed-Experience Businesses
o3EJlCFeZ4Jneis7dUScSA,Strands Hair Salon,1,Steady Mainstream Favorites
5-nNDXuH0KUj31oo1RqQXQ,Taco Mondo,1,Steady Mainstream Favorites
ntlMq-CeKNlg04Vt_fLp0A,Beauty Nails Spa,1,Steady Mainstream Favorites
0u7UZC-5t_v8AS8AXTFASw,About Hotpot,1,Steady Mainstream Favorites
66Lwl-YanL2TvHZc0mu6fw,Visionworks,0,Struggling / Mixed-Experience Businesses
JVDHxMnKjif8XdXVFWiClg,Dizengoff,1,Steady Mainstream Favorites
PCttOP46zDnd7ar9aa2-aw,"Renee Yurovsky, DDS",0,Struggling / Mixed-Experience Businesses
Bg3hST859sBg302aXbGkyg,M3 Printing,1,Steady Mainstream Favorites
ZhAPdzBxhvvNInbhEPZ6jw,KAMI Philadelphia,1,Steady Mainstream Favorites
QuzyJkTBJFZg5Y0oDCQqcg,Penn Foods Market,0,Struggling / Mixed-Experience Businesses
Qf9TysGjxolCipKa_B2vlg,Popeyes Louisiana Kitchen,0,Struggling / Mixed-Experience Businesses
Go01QF-ljjsCpmFFd3cISg,IFIXDIT,0,Struggling / Mixed-Experience Businesses
5Md0YaxD5HiOoBmsnmIu7A,Brandywine Pizza,0,Struggling / Mixed-Experience Businesses
DO_op-iq4qoaOBEhJH6EdQ,Tsaocaa & BBQ Chicken,1,Steady Mainstream Favorites
hiP3H0wW45I0jZI7KafzZg,Spicy Memory,1,Steady Mainstream Favorites
BtcOytu968lkyyO0IICv8w,Wissahickon Brewing Company,2,High-Traffic Bars & Nightlife
BryQISFnkCdcJET-tpAx3w,Isot Mediterranean Cuisine,1,Steady Mainstream Favorites
g2r9PgaijhtjyEAzd-vCOw,Performance Kitchens and Home,0,Struggling / Mixed-Experience Businesses
QWBIszwwPcG6ZyNnyg7nVw,Shear Design Hair Salon,1,Steady Mainstream Favorites
JuMiGeS_i9c611znnG27xA,Angkor Restaurant,1,Steady Mainstream Favorites
Aa7R_GJsC3PKV6FLxn_kOQ,Straight From the Heart Bookstore,1,Steady Mainstream Favorites
jt1TfLJQN20aoVskD_8DuQ,"Angelino's Restaurant, Fairmount- Philadelphia",2,High-Traffic Bars & Nightlife
TP3pTbusk-zHZFXLSSnwmQ,Nails New Concept,1,Steady Mainstream Favorites
6pT7TIyrhpeo-LjTlIZBDA,Capriccio Cafe and Bar,2,High-Traffic Bars & Nightlife
ksNOQbbUkbCUuQWmEopJqQ,Local 215,1,Steady Mainstream Favorites
CyZrPCmQqMbXdD6SX02f6w,Jerry's Kitchen,1,Steady Mainstream Favorites
HcddEbhaQ3wgyEFoEZSeGQ,Tamarind,1,Steady Mainstream Favorites
QiSeZKQlyiALTLGK2YFTdQ,The Wedding Factor,1,Steady Mainstream Favorites
DLasGNHo7wicO4XlEy5QyA,Bills Market,1,Steady Mainstream Favorites
tnavrkq5ap9hdshy-IRyvQ,JFCS Thrift Boutique,1,Steady Mainstream Favorites
yLrvAaCYv1HH8wMSRpOI_g,Carson Wood Furnishings,1,Steady Mainstream Favorites
z4QY7z6M4EC5cKa3CNRliQ,Tee Vision Printing,1,Steady Mainstream Favorites
L04Lh8fHIrfD_hijTAP9qw,Julia Reynolds Masterman Laboratory and Demonstration School,1,Steady Mainstream Favorites
eWGgUcck8_URDKehHqngOA,Garden Restaurant,1,Steady Mainstream Favorites
3UBG2rwjgP-6ifTAuKl3Gg,Steap and Grind,1,Steady Mainstream Favorites
-N1WjsJUama2LpA668ctbA,Town Food Market,0,Struggling / Mixed-Experience Businesses
LDZtTWgBKEsg3M0K0s2eBA,The Rocky Statue,1,Steady Mainstream Favorites
FOCh_0eocG1eI8bXvxCO5A,Yunk's Cafe,0,Struggling / Mixed-Experience Businesses
_FT7g3fRJu_hpAGabBnHLg,Revolution Cycle Jewelry or JenniferGreen Custom Jewelry,1,Steady Mainstream Favorites
1fYDqAf9z66U_dpxbLz3qQ,Planet Fitness,1,Steady Mainstream Favorites
tY8Dll_MyoaqiCoUGLytSw,"Ritz Car Wash, Detail Center & Lube",0,Struggling / Mixed-Experience Businesses
1XQxLkCIN3FwNBnv3Sdw0Q,Andorra Car Wash,0,Struggling / Mixed-Experience Businesses
HHL5AD3DQo2DEoIE8xL62w,AAA Philadelphia Northeast,0,Struggling / Mixed-Experience Businesses
YUX8s4CD7NZ0N9I0ygi6hQ,PPA Philadelphia International Airport Economy Lot,0,Struggling / Mixed-Experience Businesses
tk80Mqi_jba71jJRcy-BeA,Drexel Medicine Convenient Care Center,0,Struggling / Mixed-Experience Businesses
euNJ-Jp966Lfw49QPyDVkQ,931 Skin Care & Beauty Center,1,Steady Mainstream Favorites
TfRyyMfqDxtC1KA1jLkmvg,NEST Center City,2,High-Traffic Bars & Nightlife
ydUCmSwy5Z15JzSPCFTCeQ,Perez Agency,1,Steady Mainstream Favorites
xh_eyrBGeAsMrEVC8Nurtw,Almanac Market,1,Steady Mainstream Favorites
Z4vlztrocJo9WWcL5TFeBA,Dunkin',0,Struggling / Mixed-Experience Businesses
8V5uZr92JiCrJ0jXjQCR0w,Sgt. Nate Fitness,1,Steady Mainstream Favorites
U4xHUeuJY6O8TN6hY6D_Cw,Regency Park Apartments,0,Struggling / Mixed-Experience Businesses
ICE-U3f_bpDMlTQMeVvrGA,Krewsin' Klean Carwash and Lube,1,Steady Mainstream Favorites
RzDXwVOumsbRKps3UqVeCg,Saladworks,0,Struggling / Mixed-Experience Businesses
hW7a-QqCII6Bo6hRl47Aow,Liberty Event Rentals,1,Steady Mainstream Favorites
oH_eFvX6h1Z_Iu7nGkig0A,Franklin's Table,1,Steady Mainstream Favorites
2b6BvccVTtPwElQreRtFYw,Drinker's West,2,High-Traffic Bars & Nightlife
a1RKfGZ5vQef6B3dlCHMZA,Pink and White Nails,0,Struggling / Mixed-Experience Businesses
jvdIWqRw2h0EtYZz6NEp9A,New Heaven,1,Steady Mainstream Favorites
gdyMIBAitsQubj0OEJoiMg,Fairmount Pizza and Grill,1,Steady Mainstream Favorites
rU1Vsh8WRfOw57_5VpuR8w,Roost,1,Steady Mainstream Favorites
G7OKvrO8KAODyaM0schyqQ,Colomy Paint Benjamin Moore,1,Steady Mainstream Favorites
0xIhMfCFH94RXTFGx_Mhtw,SUGA,2,High-Traffic Bars & Nightlife
wJAzMFdnvEAOAxQks4jwuA,Bravo's Pizza,1,Steady Mainstream Favorites
3BX2St2lFBoYlVD4evJ90A,The Fresh Grocer of LaSalle,0,Struggling / Mixed-Experience Businesses
k0CC6Ri9toGlBuBNeFBDhg,Fat Shack,1,Steady Mainstream Favorites
35yoH8b__Uv8_QJxCAawLA,Wawa,0,Struggling / Mixed-Experience Businesses
kvRiDr9No5t9rPKf6t72Hw,Pizza Hut,0,Struggling / Mixed-Experience Businesses
4W_lm9GC2NCBJMAqe_wVFg,Joe's Clean Out And Hauling Service,1,Steady Mainstream Favorites
ZThYcKd99sKmxTkSADjlkw,Pretty Green Terrariums,1,Steady Mainstream Favorites
5gYEoXfeJsoXyGq3aqnkzg,Bill Clark & Son Landscaping,1,Steady Mainstream Favorites
dnhfr6fk3qsxtCjPFPuBrg,Parish Dermatology,0,Struggling / Mixed-Experience Businesses
A86GiokZwV2KgmFMnNC5ow,Plantscapes U.S.A.,1,Steady Mainstream Favorites
A8C1KXkiKSZytzo0h-hgNg,Nuts To You,1,Steady Mainstream Favorites
68KD674p59qJj4DX6NuTzQ,Dunkin',0,Struggling / Mixed-Experience Businesses
8-K30ke9okV8agV5HdNytg,Free Library of Philadelphia - Philadelphia City Institute,1,Steady Mainstream Favorites
PLOBFil9pv4wiQxw6k0Dyg,Gigi Italian Bistro,1,Steady Mainstream Favorites
ftCK0qmDE3yj8TT0RQh5rA,7-Eleven,0,Struggling / Mixed-Experience Businesses
2m7aY4LC2Q_sasQxNBgXIw,For Eyes,1,Steady Mainstream Favorites
5K32Jy_YwW300mAdYK_Zdg,Pho 75,1,Steady Mainstream Favorites
SlfJo2ebEtNxcPGlcOx79A,Spencer Eta Burger,1,Steady Mainstream Favorites
tlUh_eK45HaOY5XMZkqUgg,Right Way to Moving,1,Steady Mainstream Favorites
hNlvlGJsTXLJxeJ4RPsaeA,Alamodak Restaurant and Hookah Lounge,2,High-Traffic Bars & Nightlife
9kuyu7R4T41gxapf7hO3Xg,Salon SK,1,Steady Mainstream Favorites
-k0SQn1uQVn0FN61uXYMsw,Alba Pizza Of Philadelphia,0,Struggling / Mixed-Experience Businesses
CAuXO9K8MZFghhy0oJUL-A,Falls Village Apartments,1,Steady Mainstream Favorites
6lJLT9H7FjXioU5yCu-x2A,Wok Street,1,Steady Mainstream Favorites
Ou-_OQUNvBcaAoRU0XPtaQ,Jamonera,2,High-Traffic Bars & Nightlife
bIGFd99r3iUNB0xshlZ5Sw,Pumpkin,1,Steady Mainstream Favorites
O9uniPYbTpMfH0PyhtmnLw,Oggi Salon & Spa,1,Steady Mainstream Favorites
ErCpFI7z3eJc-Gun0tWVZA,Ace Diner,1,Steady Mainstream Favorites
ahnaBpvC29I66u_6JRzQFw,Burger King,0,Struggling / Mixed-Experience Businesses
bjDV608ms3zLgHmqqe1LqA,Queen Village Food Market & Deli,1,Steady Mainstream Favorites
OLkS4jfozQpUIUq0K6t_IQ,Underdogs,1,Steady Mainstream Favorites
oZQi9ydIzDd-ly8eootTFA,Festival Pier,0,Struggling / Mixed-Experience Businesses
mzqjat86BihtW8larACfNA,America's Best Contacts & Eyeglasses,0,Struggling / Mixed-Experience Businesses
SUpamfXwI1zMYYYVNmQ57Q,Alaska Airlines,0,Struggling / Mixed-Experience Businesses
JWAej-k5kcci49ACkGCvdQ,Spring Garden Laundromat,0,Struggling / Mixed-Experience Businesses
SiNjpbB5Piup0HOnSVswFA,Moore College of Art & Design,0,Struggling / Mixed-Experience Businesses
WI_GieAn-2omR_pWziqz_Q,City Wide Realty,0,Struggling / Mixed-Experience Businesses
2x23uBEH3HjxJSkE3-WLOA,Dudes Boutique,1,Steady Mainstream Favorites
L0c6-mnkcV9fXLk0--dkWQ,Fox and Hound,2,High-Traffic Bars & Nightlife
jFm2I2vALvWz07_AWKQLlA,Shakespeare & Co,1,Steady Mainstream Favorites
dQz8GzXDTllj0XT3HVkYbg,Pizza City,1,Steady Mainstream Favorites
_alfsQK682Bke9MAfWRKdA,Abeke’s Kitchen,0,Struggling / Mixed-Experience Businesses
-L70iK2xSuBo1zsS9NP_Wg,Philly's Famous Italian Ices,1,Steady Mainstream Favorites
3-rScHRALlmQnsbMz_XFTA,BurgerFi,0,Struggling / Mixed-Experience Businesses
jZKoHLLeax-1KRWoUlnttg,Meineke Car Care Center,1,Steady Mainstream Favorites
tK9rBMEepJGeaiwjti692Q,Lindsay Docherty Photography,1,Steady Mainstream Favorites
617w8MQE3z1szmLvs0WfCw,Bar Bombón,1,Steady Mainstream Favorites
jf-jOKJ0rzFERNOfqS74Fw,Villagio Pizza,0,Struggling / Mixed-Experience Businesses
pg6RCapqdBVRGMg2kjoIxQ,Harbor Seafood Garden,1,Steady Mainstream Favorites
WFK-wCbfCDIXz5XKeT1bmQ,Livy's Plant Based Foods,1,Steady Mainstream Favorites
tkUQLPtSNzG7y9vXD7uj1Q,Nailtopia,1,Steady Mainstream Favorites
WS0UlqeYKLLXd_sgfKPszg,Vital Records,0,Struggling / Mixed-Experience Businesses
baF2ZFEtsIo2A1k61x3QSw,Tio Flores,2,High-Traffic Bars & Nightlife
i7_3lQzM5SP8Cc2YT-X3BA,Infinite Body Piercing,1,Steady Mainstream Favorites
Npb5hRxgF0aVqAlex3VVPQ,1601,2,High-Traffic Bars & Nightlife
LYPvkW2MvEbg-JIr91r1VA,Valueguard Home Inspections,1,Steady Mainstream Favorites
jHZS9GIhW7s9r4w5w-0A0Q,Darling's Diner,1,Steady Mainstream Favorites
B5eJm8A4eiuPLW5C6l75dQ,Di Bruno Bros.,1,Steady Mainstream Favorites
j3K9cWralvrxqOZrufcbdQ,Blink Fitness - South Philly,0,Struggling / Mixed-Experience Businesses
-cLmu1wRg6DXCTl_MDo8EA,Pole Haus,1,Steady Mainstream Favorites
gyGGkSFjTyuddS1TM1xqBQ,Nicole Miller At the Bellevue,1,Steady Mainstream Favorites
BIxkykL8meGkcNszRNWSyA,Talluto's Authentic Italian Food,1,Steady Mainstream Favorites
OAdMiCSG0iamQ1MBhiZQuQ,Fermentery Form,1,Steady Mainstream Favorites
aLJN5-DBnNM2C7FjPPQA2A,Stoli's Steaks,1,Steady Mainstream Favorites
C73iFAmwEntIONkbd5fOuA,Dunkin',1,Steady Mainstream Favorites
syrs_wYCUgcmwZfhuUUYtQ,Pete's Pizza,0,Struggling / Mixed-Experience Businesses
rpKsCkLKypkHsuwPyxPwKw,Wendy's,0,Struggling / Mixed-Experience Businesses
2oO6flZBT-GIJpN50peMrw,No. One China,0,Struggling / Mixed-Experience Businesses
HKybYRX9b-Qaobnojl7-6w,Cozette Pizza,1,Steady Mainstream Favorites
mGiqxAK_jZKV0sfPcXB7Zw,Victoria's Secret,0,Struggling / Mixed-Experience Businesses
YAD6P8EQK_3ZaqoBP5VBDA,Klatte Orthodontics,0,Struggling / Mixed-Experience Businesses
vxWjLZMn3uzDQyOjAdwq3w,The Bishop's Collar,2,High-Traffic Bars & Nightlife
DWSucZb3RP2E_ox8hXJVug,Henkel Roofing,0,Struggling / Mixed-Experience Businesses
neOgjzBJYrRBO_WnQkMLRg,Fleur,0,Struggling / Mixed-Experience Businesses
4moCnH6Ik60oVGiY58_6hA,Mint Lounge,2,High-Traffic Bars & Nightlife
6mqfUzxWRBnFErvwV0z3aQ,Born Yesterday,1,Steady Mainstream Favorites
eDZqkqNsTnlhrOox1Rh2lg,Pennypack Beer Distributor,1,Steady Mainstream Favorites
UCj7gEq3dkt7-oEdDJAL2w,The Cut Bar,1,Steady Mainstream Favorites
NSndzO4lI_PyuhS5W0VubQ,Palo Santo Wellness Boutique,1,Steady Mainstream Favorites
ZxiXWCu5L1rGEXDz8NR5PQ,LocalStove,1,Steady Mainstream Favorites
gKmKv0mGYSBQ8yxKdAC6gA,Petco,0,Struggling / Mixed-Experience Businesses
YA944yzY3kAjU0UTkZPw0w,Repo Records,1,Steady Mainstream Favorites
-SkwJp45TBbqxYzuYHcerA,Kalaya Thai Market,1,Steady Mainstream Favorites
s8P133LRpPSuypuVCwUzEA,The Crab Shack 2,1,Steady Mainstream Favorites
saYkSeIquHi26AtRpl8atA,Center City Dermatology,0,Struggling / Mixed-Experience Businesses
mWs28Coh4CRcxorUezApQA,Robin's Book Store,1,Steady Mainstream Favorites
LuZNdY6isIgpmdtJY6CWNw,Advanced Auto,1,Steady Mainstream Favorites
tXgha5gL-3VAAsoJlY50cw,Allongée,1,Steady Mainstream Favorites
aIp7D41qhB-FgfBmYUgQTw,Ka'Moon,1,Steady Mainstream Favorites
vTu1LveMWZVjXlMzFvg_-w,Butcher's Sew Shop,1,Steady Mainstream Favorites
o0xKesgHna2vdjT_HuIUVQ,Pizza Plus West,0,Struggling / Mixed-Experience Businesses
8LQjvERZE8x1aPfWS4eImw,R & S Handyman Services,0,Struggling / Mixed-Experience Businesses
6UTCtOa2oit07DePqqCe1w,American Airlines,0,Struggling / Mixed-Experience Businesses
PkDM_nwfFhI2vzKZiaLdBA,Fifth & Fitz,1,Steady Mainstream Favorites
X2JkEvWPO7_dEPHne7qJKg,Dunkin',1,Steady Mainstream Favorites
POIzqhpZTRYVJq6xnfVbcg,Ask Adam,1,Steady Mainstream Favorites
3Hz1tjW2YqD5JPJTe2I09A,Vincenzo's Deli,1,Steady Mainstream Favorites
tkk1sM0XOjHcuKG43FM7uQ,TopDawg Groomers,1,Steady Mainstream Favorites
-e0akuVf-9zC6vBbQyT0Ng,Crown Fried Chicken,0,Struggling / Mixed-Experience Businesses
jQnhYqA4jykPPdkyOFM4Lg,City View Pizza and Grill,1,Steady Mainstream Favorites
QpgTq2gsMLpq2sdqU7luPg,The Printer's Place,1,Steady Mainstream Favorites
XVOb98_fgOqL0-CVDOizng,Keystone Mini-Golf & Arcade,1,Steady Mainstream Favorites
w5Snu90GtjHct36NewoXwA,Orthodox Auto Company,1,Steady Mainstream Favorites
Op8RPQBkiix8nDWsFvhnqw,Blume,2,High-Traffic Bars & Nightlife
KZIuyooXzm7Y0x78YO7n8Q,Bonte Wafflerie & Cafe,1,Steady Mainstream Favorites
j3cVDMMXhFScnHH04WeUTQ,Brewerytown Beats,1,Steady Mainstream Favorites
LecNsn6zR2_IFcl6wSTleQ,TSA Checkpoint D - Philadelphia International Airport,0,Struggling / Mixed-Experience Businesses
paNYNJ-VFDgwLY201IrXCQ,Sakana Omakasè Sushi,1,Steady Mainstream Favorites
0OGyJbq8m_T6OX8AV0fhQA,DeSortes Vacuum & Sew Center,1,Steady Mainstream Favorites
Nz_xYe0qeU0z8uifDFZq5w,US1 Car Stereo,0,Struggling / Mixed-Experience Businesses
mjqFs-VDCulkZLvPTW6Ddg,San Lucas Pizzeria,1,Steady Mainstream Favorites
ZF0tt7hn6WK3-aNWgtLcFA,Eastern State Penitentiary Historic Site,1,Steady Mainstream Favorites
poviu-6n3iaRE4gdQz6OYw,Oyster House,1,Steady Mainstream Favorites
1H8ReY5GlGcHJz7umVidkg,Jonathan Best Gourmet Grocer,1,Steady Mainstream Favorites
VPb3USr9Nm7JjtmsHPRo7g,Old Nelson Food Company,0,Struggling / Mixed-Experience Businesses
7glaDklehs5KxuoCmR9V1Q,Plaza Garibaldi,1,Steady Mainstream Favorites
RlKxbcxLSUqjqL4tv4mOKg,Square One Coffee,1,Steady Mainstream Favorites
y4ikdNkpUAU19Za9WInkDw,Cozy Nails,1,Steady Mainstream Favorites
w54Lw6fQqJ-WKmTkizL2FQ,Turkish Kabob House,1,Steady Mainstream Favorites
TWIqq9pINaFTNTc6n4be5g,4 Sisters Nail Salon,1,Steady Mainstream Favorites
OTyqnhVR-ZWkLMlVnCPoCA,Boston Market,1,Steady Mainstream Favorites
hywKw2XOooailmOLnvpP4A,Julian Abele Park Farmers Market,1,Steady Mainstream Favorites
N2mQaoGB2KZBh-kL74q_qg,El Pueblo Dominican Hair Salon,0,Struggling / Mixed-Experience Businesses
4UZgIeaRWuOj3Z6LNMyaDA,Morris House Hotel,1,Steady Mainstream Favorites
venPzXm05ZfVFeN5PYA4Iw,G & A Masonry,1,Steady Mainstream Favorites
yqb4Nqa6HxOF347b0ZLBlA,Salon Sugar,1,Steady Mainstream Favorites
yDKf31OKa0HZrq31JK9EMg,Fireside Tavern,2,High-Traffic Bars & Nightlife
MbFiVsqtIt75yrUNd8LT3Q,Prince Music Theater,1,Steady Mainstream Favorites
DGmOEou-hKHkQlyOmtRz3g,Santini's South Philly Grille,1,Steady Mainstream Favorites
5WiIU6hw3yJOTOQIPXDiig,Project Basho,1,Steady Mainstream Favorites
M-7oMEiSskwElF4PRh5UKg,Smokes Poutinerie,1,Steady Mainstream Favorites
e13n0Pdku0VjN5EEF7TujA,All Seasons Car Wash & Lube,0,Struggling / Mixed-Experience Businesses
_gklyXJFfyaZyavFXGfhBQ,Meineke Car Care Center,1,Steady Mainstream Favorites
GfIk-0bOXYDR8yXZkDCM0Q,Green Rock Tavern,2,High-Traffic Bars & Nightlife
u1U6SCaE_B9cvoY0qQkkpw,Million’s Crab Boiled Seafood,1,Steady Mainstream Favorites
W_AouNLoGZ7OPdyb7qUg3w,Cafe Huong Lan,1,Steady Mainstream Favorites
dF1064EcYXPcJ1ENvLN83w,Saxbys,1,Steady Mainstream Favorites
baWszNpfN8efCkneqi3fwA,Gloria's Dressmaking,1,Steady Mainstream Favorites
6dZhYo_679osV1nNN7DREw,Poochie's Place,1,Steady Mainstream Favorites
U2y7fsqDgxAXskoJNVxbwg,Happily Ever After,1,Steady Mainstream Favorites
gaDtfs7fmBRraM8FyKNM4w,Quiznos,1,Steady Mainstream Favorites
5TPd08_WpGUpUIuSL3iDog,Common Beat Music,1,Steady Mainstream Favorites
